id,name,description,description_formatted,url,referral_url,phone,email,facebook,twitter,instagram,summary,categories,accessibility_features,community_groups,service_areas,media_gallery,organisation,slug,aliss_url,permalink,is_claimed,is_deprioritised,last_updated,last_reviewed,location_score,id,formatted_address,name,description,street_address,locality,region,state,postal_code,country,latitude,longitude
e3b79d36-4324-46a8-b097-03b2449c6be5,Garscube Allotment,Garscube Allotments is an allotment in Maryhill.,<p>Garscube Allotments is an allotment in Maryhill.</p>,https://garscube-allotments-association.business.site/,,,,,,,,"[{'name': 'Food and Nutrition', 'slug': 'food-and-nutrition', 'selected': True}, {'name': 'Allotments', 'slug': 'allotments', 'selected': True}]",[],[],[],[],"{'id': '33e44ec9-2450-4772-8ec3-2d6b1ba3c03d', 'name': 'Garscube Allotments Association', 'aliss_url': 'https://www.aliss.org/organisations/garscube-allotments-association', 'permalink': 'https://www.aliss.org/organisations/33e44ec9-2450-4772-8ec3-2d6b1ba3c03d', 'is_claimed': False, 'slug': 'garscube-allotments-association'}",garscube-allotment,https://www.aliss.org/services/garscube-allotment,https://www.aliss.org/services/e3b79d36-4324-46a8-b097-03b2449c6be5,False,True,2023-02-15T00:00:00,2023-02-15T00:00:00,1,cf9b3414-803d-42a5-8d4b-d9dcbea06fef,"Maryhill Road, Glasgow, G20 0SJ",,,Maryhill Road,Glasgow,,,G20 0SJ,GB,55.901589,-4.310227
e501eb53-5abd-4425-aca4-0c102727929c,Budhill & Springboig Allotments,"Budhill & Springboig Allotments have been around for over a century and offer a rewarding experience to all involved.
Budhill and Springboig Allotments is made up of 63 plots which consist of a variety of full and half plots.  All plots are worked by young and old, employed and unemployed.

We have an  Open Day each year in mid-May, which is the annual Plant Sale.  This is open to members of the public who can buy plants, get tips from plotholders and can have a tour of the site","<p>Budhill & Springboig Allotments have been around for over a century and offer a rewarding experience to all involved.<br>Budhill and Springboig Allotments is made up of 63 plots which consist of a variety of full and half plots.  All plots are worked by young and old, employed and unemployed.</p><p>We have an  Open Day each year in mid-May, which is the annual Plant Sale.  This is open to members of the public who can buy plants, get tips from plotholders and can have a tour of the site</p>",http://www.budhillandspringboigallotments.wordpress.com/,,,BudhillAllotments@gmail.com,http://www.facebook.com/BudhillandSpringboigAllotments/,,,,"[{'name': 'Food and Nutrition', 'slug': 'food-and-nutrition', 'selected': True}, {'name': 'Allotments', 'slug': 'allotments', 'selected': True}]",[],[],[],[],"{'id': 'e4e2e614-0e00-4ba4-bced-1f7597df2e97', 'name': 'Budhill & Springboig Allotments Association', 'aliss_url': 'https://www.aliss.org/organisations/budhill-springboig-allotments-association', 'permalink': 'https://www.aliss.org/organisations/e4e2e614-0e00-4ba4-bced-1f7597df2e97', 'is_claimed': False, 'slug': 'budhill-springboig-allotments-association'}",budhill-springboig-allotments,https://www.aliss.org/services/budhill-springboig-allotments,https://www.aliss.org/services/e501eb53-5abd-4425-aca4-0c102727929c,False,True,2023-02-15T00:00:00,2023-02-15T00:00:00,1,86e5d480-0978-4cf6-8295-050fb5f47da5,"Gartocher Road, Springboig, G32 0HE",,,Gartocher Road,Springboig,,,G32 0HE,GB,55.854181,-4.152969
88520b53-33bd-497b-9561-24513dc3218d,South Western Allotments,Allotments in the South West of Glasgow.,<p>Allotments in the South West of Glasgow.</p>,,,,,,,,,"[{'name': 'Food and Nutrition', 'slug': 'food-and-nutrition', 'selected': True}, {'name': 'Allotments', 'slug': 'allotments', 'selected': True}]",[],[],[],[],"{'id': '36808042-7340-481c-8b63-5218913c4df8', 'name': 'South Western Allotments Association', 'aliss_url': 'https://www.aliss.org/organisations/south-western-allotments-association', 'permalink': 'https://www.aliss.org/organisations/36808042-7340-481c-8b63-5218913c4df8', 'is_claimed': False, 'slug': 'south-western-allotments-association'}",south-western-allotments,https://www.aliss.org/services/south-western-allotments,https://www.aliss.org/services/88520b53-33bd-497b-9561-24513dc3218d,False,True,2023-02-15T00:00:00,2023-02-15T00:00:00,1,76293178-0baf-4296-aeef-d1d0d4b1fd3d,"Dumbreck Road, Glasgow, G41 4SN",,,Dumbreck Road,Glasgow,,,G41 4SN,GB,55.8373,-4.312496
c4defd84-021c-417d-8506-2349c595f0b0,Trinley Brae Allotments,"We're a diverse group based in Knightswood, Glasgow, enjoying wonderful views of our 'dear green place' from the south-facing slopes of Trinley Brae.
With two communal areas to exchange ideas and tips we're also mindful of the biodiversity within our site.  We have wildlife areas, several ponds and bug habitats, as well as thick hedging and a variety of trees.","<p>We're a diverse group based in Knightswood, Glasgow, enjoying wonderful views of our 'dear green place' from the south-facing slopes of Trinley Brae.<br>With two communal areas to exchange ideas and tips we're also mindful of the biodiversity within our site.  We have wildlife areas, several ponds and bug habitats, as well as thick hedging and a variety of trees.</p>",http://www.spanglefish.com/trinleybraeallotments/index.asp?pageid=257938,,,TBASecretary@hotmail.co.uk,http://www.facebook.com/Trinley-Brae-Allotment-267750820102424/,,,,"[{'name': 'Food and Nutrition', 'slug': 'food-and-nutrition', 'selected': True}, {'name': 'Allotments', 'slug': 'allotments', 'selected': True}]",[],[],[],[],"{'id': 'ae779723-d1a6-48e6-9d66-6206310042cf', 'name': 'Trinley Brae Allotments', 'aliss_url': 'https://www.aliss.org/organisations/trinley-brae-allotments', 'permalink': 'https://www.aliss.org/organisations/ae779723-d1a6-48e6-9d66-6206310042cf', 'is_claimed': False, 'slug': 'trinley-brae-allotments'}",trinley-brae-allotments,https://www.aliss.org/services/trinley-brae-allotments,https://www.aliss.org/services/c4defd84-021c-417d-8506-2349c595f0b0,False,True,2023-02-15T00:00:00,2023-02-15T00:00:00,1,7528912e-639b-4d52-b7f8-c77c8f6eaac9,"Knightswood Road, Glasgow, G13 2EY",,,Knightswood Road,Glasgow,,,G13 2EY,GB,55.897039,-4.341595
40ff9070-b756-43c3-8768-457052e7ccb1,Mansewood Allotments,"On the edge of the Southside of Glasgow lies Mansewood High Allotments, a place where the local community have grown fruit, vegetables, flowers, and herbs since 1951. ","<p>On the edge of the Southside of Glasgow lies Mansewood High Allotments, a place where the local community have grown fruit, vegetables, flowers, and herbs since 1951. </p>",http://mansewoodhighallotments.co.uk/,,,admin@mansewoodallotments.co.uk,https://www.facebook.com/pages/category/Nonprofit-Organization/Mansewood-Allotments-188105397920591/,,,,"[{'name': 'Food and Nutrition', 'slug': 'food-and-nutrition', 'selected': True}, {'name': 'Allotments', 'slug': 'allotments', 'selected': True}]",[],[],[],[],"{'id': '65a2dae1-6a49-4838-a9af-03469582e3dc', 'name': 'Mansewood Allotments Association', 'aliss_url': 'https://www.aliss.org/organisations/mansewood-allotments-association', 'permalink': 'https://www.aliss.org/organisations/65a2dae1-6a49-4838-a9af-03469582e3dc', 'is_claimed': False, 'slug': 'mansewood-allotments-association'}",mansewood-allotments,https://www.aliss.org/services/mansewood-allotments,https://www.aliss.org/services/40ff9070-b756-43c3-8768-457052e7ccb1,False,True,2023-02-15T00:00:00,2023-02-15T00:00:00,1,528838e7-0eef-4cc4-8278-9d6b0cbeeaba,"Mansewood High Park, Burnfield /Barrmill Roads, Glasgow, G43 1BY",Mansewood High Park,,Burnfield /Barrmill Roads,Glasgow,,,G43 1BY,GB,55.813543,-4.304031
4c4484a4-9cb2-4369-bf59-48ae172c0376,Tollcross Park Allotments,"TPAA can be found within Tollcross Park, Glasgow.
Any communication should be send to tpaa@live.co.uk","<p>TPAA can be found within Tollcross Park, Glasgow.<br>Any communication should be send to tpaa@live.co.uk</p>",,,,TPAA@live.co.uk,http://www.facebook.com/tollcrossallotment/,,,,"[{'name': 'Food and Nutrition', 'slug': 'food-and-nutrition', 'selected': True}, {'name': 'Allotments', 'slug': 'allotments', 'selected': True}]",[],[],[],[],"{'id': 'aa0898cc-fb9a-4527-ae5e-9e61fd8f7dbf', 'name': 'Tollcross Park Allotments', 'aliss_url': 'https://www.aliss.org/organisations/tollcross-park-allotments', 'permalink': 'https://www.aliss.org/organisations/aa0898cc-fb9a-4527-ae5e-9e61fd8f7dbf', 'is_claimed': False, 'slug': 'tollcross-park-allotments'}",tollcross-park-allotments,https://www.aliss.org/services/tollcross-park-allotments,https://www.aliss.org/services/4c4484a4-9cb2-4369-bf59-48ae172c0376,False,True,2023-02-15T00:00:00,2023-02-15T00:00:00,1,eac79b36-d15f-491e-8f18-b93b1f0b83bf,"Tollcross Park , Muiryfauld Drive, Glasgow, G31 5LN",Tollcross Park ,,Muiryfauld Drive,Glasgow,,,G31 5LN,GB,55.850315,-4.184628
6d9940d3-509e-4f68-ab43-2eda6e04370d,The Knowe Community Garden,"Visit our stunning community garden. The Knowe is our very own oasis of greenery, converted from waste ground to a beautiful community garden, which has been accredited by the&nbsp;Green Flag Award&nbsp;since 2022.

We have various areas of the garden including sensory plants, wildlife &amp; pond area, vegetable beds and events space.

We also run a range of events and activities in the garden; it used by the recovery group and the youth group.

Get involved by volunteering.","<p>Visit our stunning community garden. The Knowe is our very own oasis of greenery, converted from waste ground to a beautiful community garden, which has been accredited by the&nbsp;Green Flag Award&nbsp;since 2022.</p><p>We have various areas of the garden including sensory plants, wildlife &amp; pond area, vegetable beds and events space.</p><p>We also run a range of events and activities in the garden; it used by the recovery group and the youth group.</p><p>Get involved by volunteering.</p>",https://www.auchinleckacdi.co.uk/projects,,01290428398,admin@auchinleckacdi.co.uk,https://www.facebook.com/TheKnoweGardenCentre?locale=en_GB,,,"The Knowe is our very own oasis of greenery, converted from waste ground to a beautiful community garden.","[{'name': 'Outdoor Activity', 'slug': 'outdoor-activity', 'selected': True}, {'name': 'Physical Activity', 'slug': 'physical-activity', 'selected': False}, {'name': 'Activity', 'slug': 'activity', 'selected': False}, {'name': 'Community Garden', 'slug': 'community-garden', 'selected': True}, {'name': 'Food and Nutrition', 'slug': 'food-and-nutrition', 'selected': False}, {'name': 'Community Growing', 'slug': 'community-growing', 'selected': True}]",[],"[{'name': 'Volunteers', 'slug': 'volunteers', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}]",[],[],"{'id': '34ef336e-d909-46f9-8398-6161ee4dbab8', 'name': 'Auchinleck Community Development Initiative (ACDI) ', 'aliss_url': 'https://www.aliss.org/organisations/auchinleck-community-development-initiative-a', 'permalink': 'https://www.aliss.org/organisations/34ef336e-d909-46f9-8398-6161ee4dbab8', 'is_claimed': False, 'slug': 'auchinleck-community-development-initiative-a'}",the-knowe-community-garden,https://www.aliss.org/services/the-knowe-community-garden,https://www.aliss.org/services/6d9940d3-509e-4f68-ab43-2eda6e04370d,False,False,2024-05-20T00:00:00,2024-05-20T00:00:00,1,347895f7-fb63-4a50-9ec4-0cd5b09ed307,"The Knowe Garden Centre, Auchinleck, KA18 2LA",,,The Knowe Garden Centre,Auchinleck,,,KA18 2LA,GB,55.470519,-4.2910923
bf672db0-aff1-4b49-9365-85ad1d23a5a7,Growchapel Community Growing Space,"Growchapel is a welcoming, inclusive site for the people of Drumchapel to enjoy, relax and grow within. It is a place where everyone is included, where the only boxes are the ones growing plants and veg and the only labels are used to identify what we are growing, where diversity and creativity are valued, encouraged and always respected. It is a kind space which supports wellbeing for ourselves, our families and the environment.

The community space is for growing plots, raised beds, outdoor seating and learning spaces, wildflower patches and a range of creative sensory areas including a scented sitooterie, a place to relax and watch the world go by, or have a wee blether.

Growchapel aims to be an enjoyable place to mix and work with others, chat to local neighbours, reconnect with old friends and meet new people.","<p>Growchapel is a welcoming, inclusive site for the people of Drumchapel to enjoy, relax and grow within. It is a place where everyone is included, where the only boxes are the ones growing plants and veg and the only labels are used to identify what we are growing, where diversity and creativity are valued, encouraged and always respected. It is a kind space which supports wellbeing for ourselves, our families and the environment.</p><p>The community space is for growing plots, raised beds, outdoor seating and learning spaces, wildflower patches and a range of creative sensory areas including a scented sitooterie, a place to relax and watch the world go by, or have a wee blether.</p><p>Growchapel aims to be an enjoyable place to mix and work with others, chat to local neighbours, reconnect with old friends and meet new people.</p>",https://www.facebook.com/groups/growchapel/,,,growchapel@gmail.com,,,,"Growchapel is a welcoming, inclusive site for the people of Drumchapel to enjoy, relax and grow within.  ","[{'name': 'Food and Nutrition', 'slug': 'food-and-nutrition', 'selected': True}, {'name': 'Physical Activity', 'slug': 'physical-activity', 'selected': True}, {'name': 'Activity', 'slug': 'activity', 'selected': True}, {'name': 'Outdoor Activity', 'slug': 'outdoor-activity', 'selected': True}, {'name': 'Social Activity', 'slug': 'social-activity', 'selected': True}, {'name': 'Community Garden', 'slug': 'community-garden', 'selected': True}, {'name': 'Activity', 'slug': 'activity', 'selected': False}, {'name': 'Allotments', 'slug': 'allotments', 'selected': True}, {'name': 'Community Cooking', 'slug': 'community-cooking', 'selected': True}, {'name': 'Community Growing', 'slug': 'community-growing', 'selected': True}, {'name': 'Community Resources ', 'slug': 'community-resources', 'selected': True}]",[],[],[],[],"{'id': 'c26259e5-2b7c-4b16-a3eb-7fd16e69450d', 'name': 'Growchapel Community Allotment Garden Association', 'aliss_url': 'https://www.aliss.org/organisations/growchapel-0', 'permalink': 'https://www.aliss.org/organisations/c26259e5-2b7c-4b16-a3eb-7fd16e69450d', 'is_claimed': False, 'slug': 'growchapel-0'}",growchapel-community-growing-space-se4,https://www.aliss.org/services/growchapel-community-growing-space-se4,https://www.aliss.org/services/bf672db0-aff1-4b49-9365-85ad1d23a5a7,False,False,2024-05-15T00:00:00,2024-05-15T00:00:00,1,4070d7a1-7d06-4711-a302-af519fbef74b,"(the old football pitch between Halgreen Avenue and Abbotshall Avenue), Halgreen Avenue, Glasgow, G15 8AA",(the old football pitch between Halgreen Avenue and Abbotshall Avenue),,Halgreen Avenue,Glasgow,,,G15 8AA,GB,55.9108396,-4.3777462
fbd4c0c5-6967-4b39-9e82-b7ed6219921e,Amisfield Walled Garden,"Amisfield Walled Garden&nbsp;lies on the outskirts of Haddington in East Lothian. Dating from the late 18th century, it is one of the largest walled gardens in Scotland, with extensive herbaceous borders, fruit and vegetable beds, wildflower meadow, orchard and woodland plantings. It is being restored and developed as a community garden by the Amisfield Preservation Trust and a large group of volunteers.&nbsp;It provides a venue for education, training and wellbeing activities for people of all abilities and is open to the public free of charge.","<p>Amisfield Walled Garden&nbsp;lies on the outskirts of Haddington in East Lothian. Dating from the late 18th century, it is one of the largest walled gardens in Scotland, with extensive herbaceous borders, fruit and vegetable beds, wildflower meadow, orchard and woodland plantings. It is being restored and developed as a community garden by the Amisfield Preservation Trust and a large group of volunteers.&nbsp;It provides a venue for education, training and wellbeing activities for people of all abilities and is open to the public free of charge.</p>",https://www.amisfield.org.uk/,,,wellbeing@amisfield.org.uk,,,,"Gardening , volunteering, wellbeing activities, growing food, historic walled garden.","[{'name': 'Mental Health', 'slug': 'mental-health', 'selected': True}, {'name': 'Conditions', 'slug': 'conditions', 'selected': False}, {'name': 'Community Garden', 'slug': 'community-garden', 'selected': True}, {'name': 'Food and Nutrition', 'slug': 'food-and-nutrition', 'selected': False}, {'name': 'Employability', 'slug': 'employability', 'selected': True}, {'name': 'Education and Employability', 'slug': 'education-and-employability', 'selected': False}, {'name': 'Community Resources ', 'slug': 'community-resources', 'selected': True}, {'name': 'Mental Wellbeing', 'slug': 'mental-wellbeing', 'selected': True}, {'name': 'Public Parks and Gardens', 'slug': 'public-parks-and-gardens', 'selected': True}]","[{'name': 'Accessible building', 'slug': 'accessible-building', 'additional_info': 'Ramp and handrail into education cabin.  ', 'icon': 'fa fa-wheelchair', 'location_id': '3b0a84d3-3ecb-4948-b03d-49ecfdb82ce2'}, {'name': 'Accessible car park', 'slug': 'accessible-car-park', 'additional_info': 'Gravel car park, ramp into garden', 'icon': 'fa fa-car', 'location_id': '3b0a84d3-3ecb-4948-b03d-49ecfdb82ce2'}, {'name': 'Accessible entrance', 'slug': 'accessible-entrance', 'additional_info': 'Ramp into garden', 'icon': 'fa fa-wheelchair-alt', 'location_id': '3b0a84d3-3ecb-4948-b03d-49ecfdb82ce2'}, {'name': 'Accessible toilet', 'slug': 'accessible-toilet', 'additional_info': 'Wheelchair accessible toilet with handrail and low height basin.  No adult or child changing facilities.', 'icon': 'fa fa-wheelchair', 'location_id': '3b0a84d3-3ecb-4948-b03d-49ecfdb82ce2'}, {'name': 'Free to use service', 'slug': 'free-to-use-service', 'additional_info': 'Access to garden is free except for occasional organised events.', 'icon': 'fa fa-tag', 'location_id': '3b0a84d3-3ecb-4948-b03d-49ecfdb82ce2'}, {'name': 'Gender neutral toilet', 'slug': 'gender-neutral-toilet', 'additional_info': '', 'icon': 'fa fa-transgender-alt', 'location_id': '3b0a84d3-3ecb-4948-b03d-49ecfdb82ce2'}]","[{'name': 'Children and Young People', 'slug': 'children-and-young-people', 'is_range': True, 'min': 8, 'max': 18, 'selected': True}, {'name': 'Disabled People', 'slug': 'disabled-people', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Ethnic Minorities', 'slug': 'ethnic-minorities', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'LGBTQ+ Community', 'slug': 'lgbtq-community', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Men', 'slug': 'men', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Older Adults', 'slug': 'older-adults', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'People Experiencing Homelessness', 'slug': 'people-experiencing-homelessness', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'People Experiencing Unemployment', 'slug': 'people-experiencing-unemployment', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'People Living with Long Term Conditions', 'slug': 'people-living-with-long-term-conditions', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Refugees and Asylum Seekers', 'slug': 'refugees-and-asylum-seekers', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Volunteers', 'slug': 'volunteers', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Women', 'slug': 'women', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Unpaid Carers', 'slug': 'unpaid-carers', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Care Experienced People', 'slug': 'care-experienced-people', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}]",[],"[{'id': 'c2ec8a2a-d8fc-4478-a851-901d32645aae', 'url': 'https://tacallncealisssaliv.blob.core.windows.net/files/c2ec8a2a-d8fc-4478-a851-901d32645aae-live.jpg', 'caption': 'Winter Garden at Amisfield', 'alt_text': 'Winter garden with red dogwood stems and evergree trees', 'type': 'Image', 'thumbnail': ''}, {'id': '08af5824-02b6-42c4-9b2f-e01926d90e2f', 'url': 'https://tacallncealisssaliv.blob.core.windows.net/files/08af5824-02b6-42c4-9b2f-e01926d90e2f-live.jpg', 'caption': 'Potager at Amisfield', 'alt_text': 'Potager garden with brick path and mixed ornamental planting.', 'type': 'Image', 'thumbnail': ''}]","{'id': '266082ad-6383-4f72-a873-16962e086e19', 'name': 'Amisfield Walled Garden', 'aliss_url': 'https://www.aliss.org/organisations/amisfield-walled-garden', 'permalink': 'https://www.aliss.org/organisations/266082ad-6383-4f72-a873-16962e086e19', 'is_claimed': True, 'slug': 'amisfield-walled-garden'}",amisfield-walled-garden,https://www.aliss.org/services/amisfield-walled-garden,https://www.aliss.org/services/fbd4c0c5-6967-4b39-9e82-b7ed6219921e,False,False,2024-05-08T00:00:00,2024-05-08T00:00:00,1,3b0a84d3-3ecb-4948-b03d-49ecfdb82ce2,"Amisfield Walled Garden, Haddington, EH41 3TE",,,Amisfield Walled Garden,Haddington,,,EH41 3TE,GB,55.9588104,-2.7500153
7a18f1cd-76b5-4c4d-813e-463856937d7c,Psychological Therapies,"A number of practitioners offer a range of psychological therapies, including counselling, CBT, hypnotherapy, life coaching, art psychotherapy and Shinrin Yoku, as well as support groups for cancer, bereavement, menopause and MS.","<p>A number of practitioners offer a range of psychological therapies, including counselling, CBT, hypnotherapy, life coaching, art psychotherapy and Shinrin Yoku, as well as support groups for cancer, bereavement, menopause and MS.</p>",https://www.heatherlodge.scot,https://www.heatherlodge.scot,01770302827,info@heatherlodge.scot,,,,"A wide range of psychological and wellbeing therapies, some provided free at the point of use with the benefit of statutory and charitable funding.","[{'name': 'Mental Health', 'slug': 'mental-health', 'selected': True}, {'name': 'Conditions', 'slug': 'conditions', 'selected': False}, {'name': ""Women's Health"", 'slug': 'womens-health', 'selected': True}, {'name': 'Sexual Health', 'slug': 'sexual-health', 'selected': False}, {'name': 'Cancer', 'slug': 'cancer', 'selected': True}, {'name': 'Addiction', 'slug': 'addiction', 'selected': True}, {'name': 'Physical Activity', 'slug': 'physical-activity', 'selected': True}, {'name': 'Activity', 'slug': 'activity', 'selected': False}, {'name': 'Community Garden', 'slug': 'community-garden', 'selected': True}, {'name': 'Food and Nutrition', 'slug': 'food-and-nutrition', 'selected': False}, {'name': 'End of Life', 'slug': 'end-of-life', 'selected': True}, {'name': 'Health and Social Care Services', 'slug': 'health-and-social-care-services', 'selected': False}]","[{'name': 'Accessible building', 'slug': 'accessible-building', 'additional_info': '', 'icon': 'fa fa-wheelchair', 'location_id': '83129e9f-4909-47bc-9e82-20755b80d207'}, {'name': 'Accessible entrance', 'slug': 'accessible-entrance', 'additional_info': '', 'icon': 'fa fa-wheelchair-alt', 'location_id': '83129e9f-4909-47bc-9e82-20755b80d207'}, {'name': 'Accessible toilet', 'slug': 'accessible-toilet', 'additional_info': '', 'icon': 'fa fa-wheelchair', 'location_id': '83129e9f-4909-47bc-9e82-20755b80d207'}, {'name': 'Free to use service', 'slug': 'free-to-use-service', 'additional_info': '', 'icon': 'fa fa-tag', 'location_id': '83129e9f-4909-47bc-9e82-20755b80d207'}, {'name': 'Free Wifi', 'slug': 'free-wifi', 'additional_info': '', 'icon': 'fas fa-wifi', 'location_id': '83129e9f-4909-47bc-9e82-20755b80d207'}, {'name': 'Gender neutral toilet', 'slug': 'gender-neutral-toilet', 'additional_info': '', 'icon': 'fa fa-transgender-alt', 'location_id': '83129e9f-4909-47bc-9e82-20755b80d207'}, {'name': 'Public transport access', 'slug': 'public-transport-access', 'additional_info': '', 'icon': 'fa fa-bus', 'location_id': '83129e9f-4909-47bc-9e82-20755b80d207'}]","[{'name': 'Children and Young People', 'slug': 'children-and-young-people', 'is_range': True, 'min': 5, 'max': 18, 'selected': True}, {'name': 'Men', 'slug': 'men', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Older Adults', 'slug': 'older-adults', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Parents and Families', 'slug': 'parents-and-families', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'People Living with Long Term Conditions', 'slug': 'people-living-with-long-term-conditions', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Volunteers', 'slug': 'volunteers', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Women', 'slug': 'women', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Physical Disability', 'slug': 'physical-disability', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Disabled People', 'slug': 'disabled-people', 'is_range': False, 'min': 0, 'max': 0, 'selected': False}, {'name': 'Addiction', 'slug': 'addiction', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Disability', 'slug': 'disability', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Cancer', 'slug': 'cancer', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Mental health', 'slug': 'mental-health', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Neurological conditions', 'slug': 'neurological-conditions', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Physical health', 'slug': 'physical-health', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}, {'name': 'Unpaid Carers', 'slug': 'unpaid-carers', 'is_range': False, 'min': 0, 'max': 0, 'selected': True}]","[{'code': 'S08000015', 'type': 'Health Board', 'name': 'Ayrshire and Arran'}]","[{'id': 'eaa3c49d-dc87-4dba-85ee-2dd574573e45', 'url': 'https://tacallncealisssaliv.blob.core.windows.net/files/eaa3c49d-dc87-4dba-85ee-2dd574573e45-live.jpg', 'caption': 'Embedded in the Community', 'alt_text': 'Members of the group sitting and standing around in a large hall with a wooden floor and blue walls.', 'type': 'Image', 'thumbnail': ''}, {'id': '68ddba8e-9f21-4c66-85fc-89bed78243ce', 'url': 'https://tacallncealisssaliv.blob.core.windows.net/files/68ddba8e-9f21-4c66-85fc-89bed78243ce-live.JPG', 'caption': 'Brodick, Isle of Arran', 'alt_text': 'Isle of Arran with blue sky and white fluffy clouds.', 'type': 'Image', 'thumbnail': ''}, {'id': 'd2cfd824-ab44-4ea1-aebf-a7e173dad822', 'url': 'https://tacallncealisssaliv.blob.core.windows.net/files/d2cfd824-ab44-4ea1-aebf-a7e173dad822-live.jpg', 'caption': 'Therapeutic Horticuture', 'alt_text': 'Some members of the group putting down soil outside on a sunny day.', 'type': 'Image', 'thumbnail': ''}]","{'id': 'fbd15ffa-a269-4527-9017-72e01d81f413', 'name': 'Heather Lodge CIC', 'aliss_url': 'https://www.aliss.org/organisations/heather-lodge-cic', 'permalink': 'https://www.aliss.org/organisations/fbd15ffa-a269-4527-9017-72e01d81f413', 'is_claimed': True, 'slug': 'heather-lodge-cic'}",psychological-therapies,https://www.aliss.org/services/psychological-therapies,https://www.aliss.org/services/7a18f1cd-76b5-4c4d-813e-463856937d7c,False,False,2024-04-29T00:00:00,2024-04-29T00:00:00,2,83129e9f-4909-47bc-9e82-20755b80d207,"Heather Lodge, Brodick, Isle of Arran, KA27 8AJ",Heather Lodge,,Brodick,Isle of Arran,,,KA27 8AJ,GB,55.576688,-5.146733
